Strategy,Avg. Baseline %HITS@N,Avg. Reform %HITS@N,% Imp. %HITS@N,Avg. Baseline MAP,Avg. Reform MAP,% Imp. MAP,Avg. Baseline MRR,Avg. Reform MRR,% Imp. MRR
BLIZZARD--TITLE+OB+T_OTHER+T_S2R+CODE+T_EB,0.2279305897,0.2682651454,0.1769598183,0.058586386,0.086425906,0.4751875273,0.0744906485,0.1097208832,0.4729484224
BLIZZARD--TITLE+OB+OTHER+CODE,0.2279305897,0.2682516703,0.1769006986,0.058586386,0.087182367,0.488099419,0.0744906485,0.1108416101,0.4879936257
BLIZZARD--TITLE+OB+T_S2R+CODE+T_EB,0.2279305897,0.2682130073,0.1767310726,0.058586386,0.0865499281,0.4773044378,0.0744906485,0.1099880562,0.4765350873
BLIZZARD--OB+S2R+T_EB,0.2279305897,0.2682095679,0.1767159829,0.058586386,0.0862441523,0.4720852076,0.0744906485,0.1090179816,0.4635123174
BLIZZARD--OB+T_S2R+CODE+T_EB,0.2279305897,0.2681729111,0.1765551585,0.058586386,0.0865576664,0.4774365205,0.0744906485,0.110031294,0.4771155341
BLIZZARD--OB+T_TITLE+T_S2R+CODE+T_EB,0.2279305897,0.2681324764,0.1763777593,0.058586386,0.0864439454,0.4754954384,0.0744906485,0.1098932619,0.475262522
BLIZZARD--OB+T_TITLE+T_OTHER+T_S2R+CODE+T_EB,0.2279305897,0.2681281225,0.1763586573,0.058586386,0.0862625226,0.4723987677,0.0744906485,0.1095736808,0.4709723032
BLIZZARD--T_OB+T_TITLE+T_S2R+CODE+EB,0.2279305897,0.2681171594,0.1763105592,0.058586386,0.0864414939,0.4754535948,0.0744906485,0.1101622012,0.4788728983
BLIZZARD--T_TITLE+T_OTHER+S2R+CODE+EB,0.2279305897,0.2681167407,0.1763087222,0.058586386,0.0866912862,0.4797172517,0.0744906485,0.1101130341,0.4782128537
BLIZZARD--OB+T_S2R+T_EB,0.2279305897,0.2680828992,0.1761602494,0.058586386,0.0868824839,0.4829807706,0.0744906485,0.1097095223,0.4727959079
BLIZZARD--TITLE+T_OTHER+T_S2R+CODE+EB,0.2279305897,0.2680434619,0.1759872262,0.058586386,0.0863973653,0.4747003715,0.0744906485,0.1097028457,0.4727062777
BLIZZARD--TITLE+T_OB+T_OTHER+T_S2R+CODE+T_EB,0.2279305897,0.2680391515,0.1759683148,0.058586386,0.0865113592,0.4766461118,0.0744906485,0.1098207848,0.4742895521
BLIZZARD--TITLE+OTHER+T_S2R+CODE+T_EB,0.2279305897,0.2680332352,0.1759423585,0.058586386,0.0862129763,0.4715530716,0.0744906485,0.1093746884,0.4683009301
BLIZZARD--TITLE+OB+OTHER+T_S2R,0.2279305897,0.2680159225,0.1758664026,0.058586386,0.086369274,0.4742208863,0.0744906485,0.1105297601,0.4838071943
BLIZZARD--TITLE+T_OB+OTHER+S2R+CODE,0.2279305897,0.2679921679,0.1757621836,0.058586386,0.0865660832,0.4775801857,0.0744906485,0.1104529052,0.4827754549
BLIZZARD--TITLE+T_OB+T_S2R+T_EB,0.2279305897,0.2679697246,0.1756637181,0.058586386,0.0861192258,0.469952862,0.0744906485,0.1087417918,0.4598046068
BLIZZARD--T_OB+T_TITLE+T_OTHER+S2R+CODE,0.2279305897,0.2679495658,0.1755752754,0.058586386,0.0878632588,0.499721432,0.0744906485,0.1122241803,0.5065539445
BLIZZARD--TITLE+OB+OTHER+T_S2R+CODE,0.2279305897,0.2679415596,0.1755401499,0.058586386,0.0863586329,0.4740392565,0.0744906485,0.1100538799,0.4774187381
BLIZZARD--T_TITLE+T_S2R+CODE+EB,0.2279305897,0.2679286559,0.1754835374,0.058586386,0.086405331,0.4748363374,0.0744906485,0.1100623584,0.4775325587
BLIZZARD--TITLE+OB+OTHER+T_S2R+CODE+EB,0.2279305897,0.2679037632,0.175374326,0.058586386,0.0862724496,0.4725682092,0.0744906485,0.1095134864,0.4701642241
BLIZZARD--T_OB+T_S2R+CODE+EB,0.2279305897,0.2678621834,0.1751919029,0.058586386,0.0865497607,0.4773015804,0.0744906485,0.110267382,0.4802848982
BLIZZARD--OB+T_TITLE+T_OTHER+S2R+CODE+T_EB,0.2279305897,0.2678173575,0.1749952378,0.058586386,0.0862065188,0.4714428487,0.0744906485,0.1095187303,0.4702346208
BLIZZARD--TITLE+OB+T_OTHER+S2R+CODE+T_EB,0.2279305897,0.2677836891,0.1748475247,0.058586386,0.0863431325,0.4737746826,0.0744906485,0.1096276167,0.471696366
BLIZZARD--TITLE+T_S2R+CODE+T_EB,0.2279305897,0.2677822338,0.1748411396,0.058586386,0.0863092048,0.4731955766,0.0744906485,0.1096135862,0.4715080139
BLIZZARD--T_OB+T_TITLE+T_S2R+CODE,0.2279305897,0.2677726819,0.1747992328,0.058586386,0.0872375342,0.4890410565,0.0744906485,0.111455417,0.496233678
BLIZZARD--OB+T_OTHER+S2R+CODE+T_EB,0.2279305897,0.2677509837,0.1747040363,0.058586386,0.0863068603,0.4731555592,0.0744906485,0.109638977,0.4718488725
BLIZZARD--OB+T_TITLE+T_OTHER+T_S2R,0.2279305897,0.2677499464,0.1746994853,0.058586386,0.0870438773,0.4857355635,0.0744906485,0.1113810006,0.4952346754
BLIZZARD--T_OTHER+T_S2R+T_EB,0.2279305897,0.2677479365,0.1746906674,0.058586386,0.0857014198,0.4628214085,0.0744906485,0.1087647721,0.4601131064
BLIZZARD--TITLE+T_OB+T_OTHER+S2R+CODE+T_EB,0.2279305897,0.2677456194,0.1746805015,0.058586386,0.0863219642,0.473413364,0.0744906485,0.1096196905,0.4715899613
BLIZZARD--T_OTHER+S2R+CODE+EB,0.2279305897,0.2677220221,0.1745769731,0.058586386,0.08691671,0.4835649682,0.0744906485,0.1106968746,0.4860506237
BLIZZARD--TITLE+T_OB+S2R+T_EB,0.2279305897,0.2676929055,0.1744492297,0.058586386,0.0860745222,0.4691898237,0.0744906485,0.1084350173,0.4556863112
BLIZZARD--TITLE+T_OTHER+T_S2R+CODE+T_EB,0.2279305897,0.2676876394,0.1744261258,0.058586386,0.0865338203,0.4770294962,0.0744906485,0.1098193382,0.4742701324
BLIZZARD--OB+T_TITLE+S2R+CODE+T_EB,0.2279305897,0.2676571972,0.1742925667,0.058586386,0.0863777604,0.4743657392,0.0744906485,0.1098021138,0.4740389029
BLIZZARD--OB+OTHER+T_TITLE+T_S2R+CODE+EB,0.2279305897,0.2676497139,0.1742597352,0.058586386,0.0861573436,0.4706034874,0.0744906485,0.109357181,0.4680659006
BLIZZARD--TITLE+T_OB+OTHER+T_S2R+CODE+T_EB,0.2279305897,0.2676422095,0.1742268111,0.058586386,0.0861380827,0.4702747268,0.0744906485,0.1092490707,0.4666145744
BLIZZARD--OB+OTHER+T_TITLE+S2R+CODE+EB,0.2279305897,0.2676223634,0.1741397405,0.058586386,0.0861242486,0.4700385943,0.0744906485,0.1093465833,0.4679236327
BLIZZARD--T_TITLE+T_OTHER+T_S2R+CODE+EB,0.2279305897,0.2676187281,0.174123791,0.058586386,0.0865568473,0.4774225396,0.0744906485,0.1098528582,0.4747201212
BLIZZARD--TITLE+OB+OTHER+S2R+EB,0.2279305897,0.2676155165,0.1741097008,0.058586386,0.0862236126,0.4717346191,0.0744906485,0.1094033199,0.4686852936
BLIZZARD--TITLE+T_S2R+T_EB,0.2279305897,0.2676027898,0.1740538652,0.058586386,0.0859997995,0.4679143966,0.0744906485,0.1086402936,0.458442044
BLIZZARD--OB+S2R+CODE+T_EB,0.2279305897,0.2675973416,0.1740299621,0.058586386,0.0864437857,0.475492713,0.0744906485,0.1098907728,0.4752291059
BLIZZARD--TITLE+T_OB+OTHER+S2R+CODE+T_EB,0.2279305897,0.2675909169,0.174001775,0.058586386,0.0860994518,0.4696153434,0.0744906485,0.1092477911,0.4665973955
BLIZZARD--OB+OTHER+T_S2R+CODE+T_EB,0.2279305897,0.2675427023,0.1737902433,0.058586386,0.0862678931,0.472490435,0.0744906485,0.1095285459,0.4703663898
BLIZZARD--TITLE+OB+OTHER+T_S2R+EB,0.2279305897,0.2675381144,0.1737701148,0.058586386,0.0862482307,0.4721548218,0.0744906485,0.1099904635,0.4765674048
BLIZZARD--TITLE+T_OB+T_EB,0.2279305897,0.2675343885,0.1737537681,0.058586386,0.0888142506,0.5159537324,0.0744906485,0.1117652055,0.5003924356
BLIZZARD--T_OB+T_TITLE+T_S2R+EB,0.2279305897,0.2675331183,0.1737481953,0.058586386,0.0857627918,0.4638689565,0.0744906485,0.1093968293,0.4685981595
BLIZZARD--TITLE+EB,0.2279305897,0.2675309337,0.1737386106,0.058586386,0.0897953803,0.5327004505,0.0744906485,0.1132542323,0.5203818814
BLIZZARD--T_OB+T_OTHER+T_EB,0.2279305897,0.2675074291,0.1736354892,0.058586386,0.0881497544,0.504611571,0.0744906485,0.1117542274,0.5002450603
BLIZZARD--OB+T_TITLE+T_S2R,0.2279305897,0.2675060576,0.1736294719,0.058586386,0.0875070805,0.4936418927,0.0744906485,0.1115898853,0.4980388484
BLIZZARD--TITLE+OB+OTHER+EB,0.2279305897,0.2674985441,0.1735965078,0.058586386,0.0849610288,0.4501838144,0.0744906485,0.1087589577,0.4600350502
BLIZZARD--TITLE+OB+OTHER+S2R+CODE+EB,0.2279305897,0.2674746165,0.1734915301,0.058586386,0.086153346,0.4705352531,0.0744906485,0.1094385185,0.4691578166
BLIZZARD,0.2279305897,0.2674647014,0.1734480298,0.058586386,0.0861313725,0.470160191,0.0744906485,0.10925567,0.4667031662
BLIZZARD--T_OB+T_TITLE+T_OTHER+T_S2R+CODE+T_EB,0.2279305897,0.2674298123,0.1732949606,0.058586386,0.0863773027,0.4743579264,0.0744906485,0.1097260303,0.4730175201
BLIZZARD--T_OTHER+T_S2R+CODE+EB,0.2279305897,0.2674184995,0.1732453283,0.058586386,0.0865045902,0.4765305729,0.0744906485,0.1096655212,0.4722052159
BLIZZARD--TITLE+T_OB+OTHER+CODE,0.2279305897,0.2673853086,0.1730997098,0.058586386,0.0864252345,0.4751760653,0.0744906485,0.1100572392,0.4774638352
BLIZZARD--T_OB+T_S2R+CODE+T_EB,0.2279305897,0.2673832407,0.1730906372,0.058586386,0.086212817,0.4715503511,0.0744906485,0.1097038006,0.4727190972
BLIZZARD--TITLE+T_OB+OTHER+T_S2R,0.2279305897,0.2673627092,0.1730005595,0.058586386,0.0856650696,0.4622009548,0.0744906485,0.1086295597,0.4582979468
BLIZZARD--T_OB+T_TITLE+S2R+EB,0.2279305897,0.2673522487,0.1729546661,0.058586386,0.0855527848,0.4602843858,0.0744906485,0.1095289914,0.4703723705
BLIZZARD--TITLE+OB+S2R+CODE+T_EB,0.2279305897,0.2673518866,0.1729530772,0.058586386,0.0864423934,0.4754689478,0.0744906485,0.1098447229,0.4746109092
BLIZZARD--TITLE+T_OB+T_S2R+CODE+T_EB,0.2279305897,0.2673359007,0.1728829424,0.058586386,0.086376861,0.4743503871,0.0744906485,0.1096654713,0.4722045451
BLIZZARD--TITLE+OB+CODE+T_EB,0.2279305897,0.267327497,0.172846073,0.058586386,0.0863761983,0.4743390763,0.0744906485,0.1103157387,0.4809340628
BLIZZARD--T_OB+T_OTHER+T_S2R+CODE+T_EB,0.2279305897,0.2673128246,0.1727817008,0.058586386,0.0862376615,0.4719744183,0.0744906485,0.1094767561,0.4696711377
BLIZZARD--OB+OTHER+EB,0.2279305897,0.2673108631,0.1727730949,0.058586386,0.0840294549,0.4342829547,0.0744906485,0.1076164661,0.4446976671
BLIZZARD--TITLE+T_EB,0.2279305897,0.2673062977,0.1727530652,0.058586386,0.0896199239,0.5297056177,0.0744906485,0.1128979581,0.5155990767
BLIZZARD--TITLE+T_OB+OTHER+S2R+CODE+EB,0.2279305897,0.2672965425,0.1727102661,0.058586386,0.0862226511,0.4717182077,0.0744906485,0.1093883988,0.4684849847
BLIZZARD--T_OB+T_TITLE+T_OTHER+S2R+CODE+T_EB,0.2279305897,0.2672545091,0.1725258531,0.058586386,0.0862088922,0.4714833595,0.0744906485,0.1095370564,0.4704806399
BLIZZARD--TITLE+S2R+T_EB,0.2279305897,0.2672491993,0.1725025575,0.058586386,0.0858109239,0.4646905147,0.0744906485,0.1081424904,0.4517592825
BLIZZARD--TITLE+T_OB+OTHER+T_S2R+CODE+EB,0.2279305897,0.2672479909,0.1724972554,0.058586386,0.0861499161,0.4704767081,0.0744906485,0.1091966765,0.4659112074
BLIZZARD--OB+OTHER+S2R+CODE+EB,0.2279305897,0.2672268626,0.1724045593,0.058586386,0.0861533196,0.4705348015,0.0744906485,0.1095670643,0.4708834811
BLIZZARD--TITLE+OTHER+T_S2R+CODE,0.2279305897,0.267196944,0.1722732976,0.058586386,0.0854696753,0.4588658064,0.0744906485,0.1092123526,0.4661216522
BLIZZARD--OB+OTHER+T_S2R+CODE+EB,0.2279305897,0.26707695,0.1717468477,0.058586386,0.0861382244,0.4702771455,0.0744906485,0.1093976949,0.4686097807
BLIZZARD--TITLE+T_OTHER+T_S2R+CODE,0.2279305897,0.2670408362,0.1715884057,0.058586386,0.0873886948,0.4916211894,0.0744906485,0.111595641,0.4981161157
BLIZZARD--OB+OTHER+T_TITLE+T_S2R+EB,0.2279305897,0.2670292615,0.1715376239,0.058586386,0.0860668574,0.4690589941,0.0744906485,0.1095215256,0.4702721453
BLIZZARD--OB+OTHER+T_TITLE+T_S2R+CODE+T_EB,0.2279305897,0.267020939,0.1715011106,0.058586386,0.0861842646,0.4710629964,0.0744906485,0.109348114,0.4679441815
BLIZZARD--OB+OTHER+T_TITLE+CODE,0.2279305897,0.2669990197,0.1714049441,0.058586386,0.0860691615,0.4690983229,0.0744906485,0.1094549991,0.4693790613
BLIZZARD--T_OB+T_OTHER+S2R+CODE+T_EB,0.2279305897,0.2669529549,0.1712028439,0.058586386,0.0862964089,0.4729771669,0.0744906485,0.1096514537,0.4720163657
BLIZZARD--OB+OTHER+CODE+EB,0.2279305897,0.2669438469,0.1711628846,0.058586386,0.0860565857,0.4688836698,0.0744906485,0.1096437334,0.4719127248
BLIZZARD--TITLE+CODE+T_EB,0.2279305897,0.2669328801,0.1711147698,0.058586386,0.0858171338,0.4647965101,0.0744906485,0.1091012873,0.4646306556
BLIZZARD--TITLE+OB+OTHER+T_S2R+CODE+T_EB,0.2279305897,0.2669264132,0.1710863975,0.058586386,0.0862918288,0.4728989896,0.0744906485,0.1095017478,0.4700066389
BLIZZARD--TITLE+T_OTHER+S2R+CODE+T_EB,0.2279305897,0.2669197186,0.1710570263,0.058586386,0.0863222749,0.4734186678,0.0744906485,0.1095813829,0.4710757008
BLIZZARD--TITLE+T_OB+OTHER+T_S2R+T_EB,0.2279305897,0.2669003444,0.1709720259,0.058586386,0.0853689023,0.4571457308,0.0744906485,0.1083537256,0.4545950104
BLIZZARD--TITLE+OB+OTHER+S2R,0.2279305897,0.2669001441,0.1709711471,0.058586386,0.0864873372,0.4762360857,0.0744906485,0.1097507334,0.473349147
BLIZZARD--T_OB+T_TITLE+T_S2R+CODE+T_EB,0.2279305897,0.2668950766,0.1709489146,0.058586386,0.0862613898,0.4723794314,0.0744906485,0.1098258924,0.4743581192
BLIZZARD--S2R+CODE+EB,0.2279305897,0.2668856187,0.1709074201,0.058586386,0.085993365,0.4678045664,0.0744906485,0.1097401329,0.4732068408
BLIZZARD--OB+OTHER+T_TITLE+T_S2R+CODE,0.2279305897,0.266868476,0.1708322098,0.058586386,0.0859269799,0.4666714525,0.0744906485,0.1092784667,0.4670092002
BLIZZARD--TITLE+OB+OTHER+S2R+CODE,0.2279305897,0.2668678902,0.1708296398,0.058586386,0.0868774488,0.4828948263,0.0744906485,0.1107813042,0.4871840494
BLIZZARD--OB+OTHER+T_S2R+EB,0.2279305897,0.2668601483,0.1707956736,0.058586386,0.0857098177,0.4629647521,0.0744906485,0.1092420609,0.4665204717
BLIZZARD--T_TITLE+T_OTHER+T_S2R+CODE+T_EB,0.2279305897,0.2668505679,0.1707536415,0.058586386,0.0863304255,0.4735577894,0.0744906485,0.1096245793,0.4716555903
BLIZZARD--TITLE+OTHER+S2R+CODE+EB,0.2279305897,0.2668266565,0.1706487352,0.058586386,0.0862348915,0.4719271368,0.0744906485,0.1094176229,0.4688773038
BLIZZARD--TITLE+OTHER+S2R+CODE,0.2279305897,0.2668199312,0.1706192292,0.058586386,0.0868722635,0.4828063193,0.0744906485,0.1108879328,0.4886154849
BLIZZARD--OB+OTHER+T_TITLE+S2R+CODE+T_EB,0.2279305897,0.2668174329,0.1706082683,0.058586386,0.0861447382,0.4703883271,0.0744906485,0.1093251772,0.4676362665
BLIZZARD--T_OTHER+S2R+EB,0.2279305897,0.2667684826,0.1703935086,0.058586386,0.0858590049,0.4655111995,0.0744906485,0.1093152995,0.4675036626
BLIZZARD--OB+OTHER+T_TITLE+S2R+CODE,0.2279305897,0.2667644107,0.1703756441,0.058586386,0.0863890007,0.4745575986,0.0744906485,0.1098035712,0.4740584683
BLIZZARD--TITLE+OTHER+CODE+T_EB,0.2279305897,0.2667384517,0.1702617539,0.058586386,0.0858221113,0.4648814704,0.0744906485,0.1088606264,0.4613999022
BLIZZARD--TITLE+T_OB+CODE+T_EB,0.2279305897,0.2667156589,0.1701617552,0.058586386,0.0861506341,0.4704889633,0.0744906485,0.1096007861,0.4713361784
BLIZZARD--OB+T_OTHER+CODE+T_EB,0.2279305897,0.2667147739,0.1701578725,0.058586386,0.0857252549,0.4632282457,0.0744906485,0.1095720168,0.4709499649
BLIZZARD--T_OTHER+T_S2R+CODE+T_EB,0.2279305897,0.2667094287,0.1701344214,0.058586386,0.0861306422,0.470147725,0.0744906485,0.1092866324,0.4671188216
BLIZZARD--TITLE+OB+T_OTHER+CODE+T_EB,0.2279305897,0.2666991458,0.1700893071,0.058586386,0.0855718871,0.4606104397,0.0744906485,0.1093633905,0.4681492603
BLIZZARD--T_OB+S2R+CODE+T_EB,0.2279305897,0.2666829736,0.1700183548,0.058586386,0.086223086,0.4717256316,0.0744906485,0.1094439594,0.4692308585
BLIZZARD--OB+T_TITLE+T_OTHER+CODE+T_EB,0.2279305897,0.2666624254,0.1699282038,0.058586386,0.0853598432,0.4569911019,0.0744906485,0.1092322224,0.4663883941
BLIZZARD--TITLE+OB+OTHER+CODE+T_EB,0.2279305897,0.2666542506,0.1698923387,0.058586386,0.0861794906,0.4709815092,0.0744906485,0.1095003482,0.4699878505
BLIZZARD--OB+OTHER+T_S2R+CODE,0.2279305897,0.2666465047,0.1698583547,0.058586386,0.0858263496,0.4649538126,0.0744906485,0.1094633446,0.4694910951
BLIZZARD--OB+OTHER+S2R+CODE+T_EB,0.2279305897,0.2665918347,0.1696185011,0.058586386,0.0861407594,0.4703204137,0.0744906485,0.1094174844,0.4688754442
BLIZZARD--T_OB+T_TITLE+S2R+CODE+T_EB,0.2279305897,0.2665647524,0.1694996829,0.058586386,0.0861549916,0.4705633403,0.0744906485,0.1093458801,0.4679141921
BLIZZARD--T_S2R+CODE+EB,0.2279305897,0.2665602773,0.1694800492,0.058586386,0.0858671467,0.4656501713,0.0744906485,0.1093866924,0.4684620776
BLIZZARD--TITLE+OTHER+S2R+CODE+T_EB,0.2279305897,0.2665576019,0.1694683118,0.058586386,0.0860506989,0.4687831876,0.0744906485,0.1091145811,0.4648091175
BLIZZARD--T_OB+T_TITLE+CODE+T_EB,0.2279305897,0.2665525261,0.1694460428,0.058586386,0.0854863952,0.4591511948,0.0744906485,0.1091315736,0.4650372333
BLIZZARD--OB+OTHER+T_TITLE+T_S2R,0.2279305897,0.2665458503,0.1694167538,0.058586386,0.0855681268,0.4605462553,0.0744906485,0.1093810785,0.4683867132
BLIZZARD--TITLE+T_OB+OTHER+CODE+T_EB,0.2279305897,0.2665438608,0.1694080253,0.058586386,0.0859576607,0.4671951371,0.0744906485,0.1090831242,0.4643868253
BLIZZARD--T_OB+T_TITLE+S2R+T_EB,0.2279305897,0.2665368434,0.1693772379,0.058586386,0.0855826363,0.4607939166,0.0744906485,0.1082685962,0.4534521902
BLIZZARD--OB+OTHER+T_TITLE+CODE+EB,0.2279305897,0.2665259584,0.1693294822,0.058586386,0.0859888819,0.4677280465,0.0744906485,0.1093031236,0.4673402078
BLIZZARD--TITLE+OTHER+T_S2R+CODE+EB,0.2279305897,0.2665104917,0.1692616252,0.058586386,0.0860538165,0.4688364019,0.0744906485,0.1090760404,0.464291728
BLIZZARD--T_OB+T_TITLE+T_OTHER+T_EB,0.2279305897,0.2664972648,0.1692035948,0.058586386,0.0881467239,0.5045598447,0.0744906485,0.1121390689,0.5054113656
BLIZZARD--OB+OTHER+S2R+CODE,0.2279305897,0.2664968645,0.1692018382,0.058586386,0.0865310287,0.476981848,0.0744906485,0.1104336028,0.4825163302
BLIZZARD--T_OB+OTHER+T_TITLE+T_S2R+CODE+T_EB,0.2279305897,0.2664928959,0.169184427,0.058586386,0.0861014369,0.4696492265,0.0744906485,0.1091684991,0.4655329402
BLIZZARD--T_OB+S2R+EB,0.2279305897,0.2664925259,0.1691828035,0.058586386,0.0851526769,0.4534550194,0.0744906485,0.1088026894,0.4606221267
BLIZZARD--TITLE+OB+OTHER+S2R+CODE+T_EB,0.2279305897,0.2664901217,0.1691722556,0.058586386,0.0862355356,0.4719381305,0.0744906485,0.1094993123,0.4699739439
BLIZZARD--OB+OTHER+T_TITLE+EB,0.2279305897,0.2664643099,0.1690590116,0.058586386,0.0845363438,0.442934946,0.0744906485,0.1080818485,0.4509451946
BLIZZARD--T_OB+T_TITLE+T_S2R+T_EB,0.2279305897,0.2664596616,0.1690386181,0.058586386,0.0853676028,0.4571235498,0.0744906485,0.108371269,0.4548305224
BLIZZARD--TITLE+T_OB+S2R+CODE+T_EB,0.2279305897,0.2664431302,0.1689660899,0.058586386,0.0863121063,0.4732451017,0.0744906485,0.1095176684,0.4702203656
BLIZZARD--T_OB+OTHER+T_TITLE+T_S2R+CODE+EB,0.2279305897,0.2664373056,0.1689405356,0.058586386,0.0859326227,0.4667677687,0.0744906485,0.1089883304,0.4631142656
BLIZZARD--TITLE+OB+OTHER+T_EB,0.2279305897,0.2664229626,0.1688776086,0.058586386,0.0844777345,0.4419345548,0.0744906485,0.1080522804,0.4505482586
BLIZZARD--T_OTHER+S2R+T_EB,0.2279305897,0.2664042842,0.1687956608,0.058586386,0.0858898112,0.4660370266,0.0744906485,0.1088093601,0.4607116777
BLIZZARD--T_OB+OTHER+T_TITLE+S2R+CODE+T_EB,0.2279305897,0.2663945674,0.1687530302,0.058586386,0.0859026471,0.4662561204,0.0744906485,0.1089787729,0.4629859608
BLIZZARD--T_TITLE+T_S2R+CODE+T_EB,0.2279305897,0.2663937228,0.1687493249,0.058586386,0.0862164959,0.471613147,0.0744906485,0.1098219566,0.4743052834
BLIZZARD--OB+OTHER+T_S2R+T_EB,0.2279305897,0.2663786712,0.1686832888,0.058586386,0.0856381455,0.4617413919,0.0744906485,0.109075297,0.4642817479
BLIZZARD--OB+OTHER+S2R+EB,0.2279305897,0.2663726603,0.1686569174,0.058586386,0.0851535381,0.4534697199,0.0744906485,0.108309552,0.4540020023
BLIZZARD--T_TITLE+S2R+EB,0.2279305897,0.2663569305,0.1685879059,0.058586386,0.0851703069,0.4537559434,0.0744906485,0.1089250219,0.4622643799
BLIZZARD--TITLE+OB+OTHER+CODE+EB,0.2279305897,0.2663546411,0.1685778618,0.058586386,0.0860127805,0.468135967,0.0744906485,0.1093737089,0.4682877795
BLIZZARD--T_OB+OTHER+T_S2R+CODE+T_EB,0.2279305897,0.2663098057,0.1683811551,0.058586386,0.0861752974,0.4709099361,0.0744906485,0.1093688983,0.4682231999
BLIZZARD--TITLE+S2R+CODE+T_EB,0.2279305897,0.2662977159,0.1683281138,0.058586386,0.0862749042,0.472610107,0.0744906485,0.1094941776,0.4699050123
BLIZZARD--OB+OTHER+CODE+T_EB,0.2279305897,0.2662962805,0.1683218161,0.058586386,0.0857700935,0.4639935876,0.0744906485,0.1092476811,0.4665959192
BLIZZARD--T_TITLE+T_OTHER+S2R+CODE+T_EB,0.2279305897,0.2662920555,0.1683032798,0.058586386,0.0861421916,0.4703448597,0.0744906485,0.1093875588,0.4684737076
BLIZZARD--TITLE+T_OB+OTHER+S2R+EB,0.2279305897,0.2662805034,0.1682525974,0.058586386,0.0855210426,0.4597425846,0.0744906485,0.1084493248,0.4558783828
BLIZZARD--T_TITLE+T_S2R+EB,0.2279305897,0.2662596455,0.1681610872,0.058586386,0.0855225301,0.4597679754,0.0744906485,0.1091590739,0.4654064119
BLIZZARD--OB+T_TITLE+CODE+T_EB,0.2279305897,0.2662365184,0.1680596219,0.058586386,0.0855693887,0.4605677954,0.0744906485,0.109623609,0.4716425644
BLIZZARD--TITLE+T_OB+OTHER+T_S2R+EB,0.2279305897,0.2662313063,0.1680367549,0.058586386,0.0855798453,0.4607462777,0.0744906485,0.1084718645,0.4561809668
BLIZZARD--T_OB+OTHER+T_TITLE+S2R+CODE+EB,0.2279305897,0.266199101,0.1678954603,0.058586386,0.085960929,0.4672509222,0.0744906485,0.1090818155,0.4643692555
BLIZZARD--T_TITLE+T_OTHER+S2R+CODE,0.2279305897,0.2661818991,0.1678199907,0.058586386,0.0887300307,0.5145161991,0.0744906485,0.1134585457,0.5231246872
BLIZZARD--OTHER+T_TITLE+T_S2R+CODE+T_EB,0.2279305897,0.2661771352,0.1677990897,0.058586386,0.0860303076,0.468435134,0.0744906485,0.1090792364,0.4643346333
BLIZZARD--T_OB+OTHER+T_S2R+CODE+EB,0.2279305897,0.2661688902,0.1677629164,0.058586386,0.0859672641,0.4673590552,0.0744906485,0.1091444742,0.4652104186
BLIZZARD--T_OB+CODE+T_EB,0.2279305897,0.2661550825,0.1677023382,0.058586386,0.0853230325,0.4563627874,0.0744906485,0.1088053307,0.4606575843
BLIZZARD--T_OB+T_S2R+EB,0.2279305897,0.2661409272,0.1676402345,0.058586386,0.0854415086,0.4583850331,0.0744906485,0.1087603208,0.4600533499
BLIZZARD--OB+CODE+T_EB,0.2279305897,0.2661271956,0.1675799898,0.058586386,0.0857145546,0.4630456038,0.0744906485,0.1097913253,0.4738940726
BLIZZARD--T_OB+OTHER+S2R+CODE+T_EB,0.2279305897,0.2661104079,0.167506337,0.058586386,0.0859652662,0.4673249533,0.0744906485,0.1091190919,0.4648696727
BLIZZARD--T_OB+T_TITLE+T_OTHER+CODE,0.2279305897,0.2661058878,0.1674865061,0.058586386,0.0856694275,0.4622753389,0.0744906485,0.1111958228,0.4927487557
BLIZZARD--T_TITLE+S2R+CODE+T_EB,0.2279305897,0.2660928381,0.1674292532,0.058586386,0.0860764366,0.4692225011,0.0744906485,0.1092977146,0.4672675943
BLIZZARD--TITLE+T_OB+CODE+EB,0.2279305897,0.2660707986,0.1673325592,0.058586386,0.0860959805,0.4695560909,0.0744906485,0.1096026494,0.4713611926
BLIZZARD--T_OB+T_TITLE+T_OTHER+CODE+EB,0.2279305897,0.2660647253,0.1673059137,0.058586386,0.0855414939,0.4600916636,0.0744906485,0.1096178448,0.4715651829
BLIZZARD--T_OB+T_S2R+T_EB,0.2279305897,0.2660021322,0.1670312991,0.058586386,0.0850937772,0.4524496715,0.0744906485,0.1076698995,0.4454149844
BLIZZARD--T_TITLE+T_OTHER+T_S2R+CODE,0.2279305897,0.2659336768,0.1667309649,0.058586386,0.0860752908,0.4692029436,0.0744906485,0.1098167145,0.4742349111
BLIZZARD--OB+T_TITLE+T_EB,0.2279305897,0.2659212778,0.1666765667,0.058586386,0.0872843779,0.4898406232,0.0744906485,0.1111047421,0.4915260421
BLIZZARD--T_TITLE+T_S2R+CODE,0.2279305897,0.2659189633,0.1666664122,0.058586386,0.0865236302,0.4768555632,0.0744906485,0.1107398943,0.4866281408
